id,DATE,UPAZILLACODE,CROPTYPEID,AREAAFFECTED [ha],LOSSTYPE [],LOSS [MT]
108215,2001-05-21,302610,2,72,3,59
108216,2001-05-21,302611,2,11,3,96
108217,2001-05-21,302612,2,21,3,71
108218,2001-05-21,302614,2,10,3,58
108219,2001-05-21,302616,2,49,3,11
108220,2001-05-21,302618,2,13,3,57
108221,2001-05-21,302624,2,7,3,54
108222,2001-05-21,302626,2,97,3,13
108223,2001-05-21,302628,2,89,3,97
108224,2001-05-21,302629,2,65,3,53
108225,2001-05-21,302630,2,15,3,94
108226,2001-05-21,302632,2,81,3,24
108227,2001-05-21,302633,2,82,3,3
108228,2001-05-21,302634,2,75,3,61
108229,2001-05-21,302636,2,6,3,87
108230,2001-05-21,302637,2,38,3,95
108231,2001-05-21,302638,2,5,3,89
108232,2001-05-21,302640,2,18,3,45
108233,2001-05-21,302642,2,82,3,84
108234,2001-05-21,302648,2,10,3,33
108235,2001-05-21,302650,2,46,3,15
108236,2001-05-21,302654,2,75,3,70
108237,2001-05-21,302662,2,98,3,42
108238,2001-05-21,302663,2,89,3,22
108239,2001-05-21,302664,2,68,3,47
108240,2001-05-21,302665,2,97,3,91
108241,2001-05-21,302666,2,8,3,74
108242,2001-05-21,302667,2,11,3,9
108243,2001-05-21,302668,2,14,3,17
108244,2001-05-21,302672,2,40,3,74
108245,2001-05-21,302674,2,50,3,73
108246,2001-05-21,302675,2,83,3,7
108247,2001-05-21,302676,2,52,3,45
108248,2001-05-21,302680,2,93,3,43
108249,2001-05-21,302688,2,17,3,41
108250,2001-05-21,302690,2,26,3,50
108251,2001-05-21,302692,2,64,3,73
108252,2001-05-21,302693,2,87,3,78
108253,2001-05-21,302695,2,76,3,29
108254,2001-05-21,302696,2,77,3,76
108255,2001-05-21,302903,2,98,3,57
108256,2001-05-21,302910,2,79,3,11
108257,2001-05-21,302918,2,67,3,35
108258,2001-05-21,302921,2,37,3,55
108259,2001-05-21,302947,2,49,3,83
108260,2001-05-21,302956,2,96,3,2
108261,2001-05-21,302962,2,82,3,49
108262,2001-05-21,302984,2,25,3,3
108263,2001-05-21,302990,2,42,3,11
108264,2001-05-21,303330,2,67,3,50
108265,2001-05-21,303332,2,20,3,68
108266,2001-05-21,303334,2,43,3,3
108267,2001-05-21,303336,2,95,3,50
108268,2001-05-21,303386,2,19,3,12
108269,2001-05-21,303532,2,52,3,70
108270,2001-05-21,303543,2,65,3,16
108271,2001-05-21,303551,2,25,3,73
108272,2001-05-21,303558,2,6,3,74
108273,2001-05-21,303591,2,66,3,24
108274,2001-05-21,303907,2,48,3,89
108275,2001-05-21,303915,2,15,3,81
108276,2001-05-21,303929,2,73,3,85
108277,2001-05-21,303936,2,84,3,42
108278,2001-05-21,303958,2,6,3,40
108279,2001-05-21,303961,2,94,3,8
108280,2001-05-21,303985,2,18,3,44
108281,2001-05-21,304802,2,63,3,1
108282,2001-05-21,304806,2,51,3,80
108283,2001-05-21,304811,2,70,3,36
108284,2001-05-21,304827,2,6,3,90
108285,2001-05-21,304833,2,35,3,15
108286,2001-05-21,304842,2,96,3,45
108287,2001-05-21,304845,2,64,3,32
108288,2001-05-21,304849,2,81,3,16
108289,2001-05-21,304854,2,36,3,41
108290,2001-05-21,304859,2,9,3,97
108291,2001-05-21,304876,2,16,3,20
108292,2001-05-21,304879,2,57,3,14
108293,2001-05-21,304892,2,23,3,45
108294,2001-05-21,305440,2,31,3,70
108295,2001-05-21,305454,2,78,3,93
108296,2001-05-21,305480,2,81,3,81
108297,2001-05-21,305487,2,15,3,63
108298,2001-05-21,305610,2,55,3,86
108299,2001-05-21,305622,2,60,3,67
108300,2001-05-21,305628,2,42,3,73
108301,2001-05-21,305646,2,84,3,70
108302,2001-05-21,305670,2,74,3,53
108303,2001-05-21,305678,2,67,3,45
108304,2001-05-21,305682,2,100,3,67
108305,2001-05-21,305924,2,45,3,27
108306,2001-05-21,305944,2,76,3,87
108307,2001-05-21,305956,2,33,3,30
108308,2001-05-21,305974,2,95,3,65
108309,2001-05-21,305984,2,11,3,10
108310,2001-05-21,305994,2,21,3,1
108311,2001-05-21,306113,2,23,3,92
108312,2001-05-21,306116,2,4,3,42
108313,2001-05-21,306120,2,3,3,89
108314,2001-05-21,306122,2,69,3,35
108315,2001-05-21,306123,2,54,3,34
108316,2001-05-21,306124,2,77,3,8
108317,2001-05-21,306131,2,89,3,6
108318,2001-05-21,306152,2,60,3,84
108319,2001-05-21,306165,2,87,3,66
108320,2001-05-21,306172,2,29,3,62
108321,2001-05-21,306181,2,62,3,26
108322,2001-05-21,306194,2,93,3,96
108323,2001-05-21,306702,2,31,3,63
108324,2001-05-21,306704,2,67,3,34
108325,2001-05-21,306706,2,3,3,24
108326,2001-05-21,306758,2,41,3,43
108327,2001-05-21,306768,2,56,3,33
108328,2001-05-21,306807,2,87,3,82
108329,2001-05-21,306852,2,38,3,78
108330,2001-05-21,306860,2,82,3,49
108331,2001-05-21,306863,2,86,3,24
108332,2001-05-21,306864,2,68,3,79
108333,2001-05-21,306876,2,87,3,59
108334,2001-05-21,307204,2,58,3,97
108335,2001-05-21,307209,2,78,3,19
108336,2001-05-21,307218,2,91,3,42
108337,2001-05-21,307238,2,77,3,17
108338,2001-05-21,307240,2,33,3,25
108339,2001-05-21,307247,2,4,3,18
108340,2001-05-21,307256,2,90,3,13
108341,2001-05-21,307263,2,94,3,85
108342,2001-05-21,307274,2,40,3,97
108343,2001-05-21,307283,2,50,3,21
108344,2001-05-21,308207,2,12,3,31
108345,2001-05-21,308229,2,77,3,35
108346,2001-05-21,308247,2,29,3,25
108347,2001-05-21,308273,2,38,3,66
108348,2001-05-21,308276,2,98,3,69
108349,2001-05-21,308614,2,63,3,31
108350,2001-05-21,308625,2,39,3,23
108351,2001-05-21,308636,2,20,3,44
108352,2001-05-21,308665,2,88,3,94
108353,2001-05-21,308669,2,29,3,79
108354,2001-05-21,308694,2,38,3,68
108355,2001-05-21,308937,2,34,3,14
108356,2001-05-21,308967,2,28,3,19
108357,2001-05-21,308970,2,17,3,6
108358,2001-05-21,308988,2,23,3,44
108359,2001-05-21,308990,2,64,3,22
108360,2001-05-21,309309,2,16,3,60
108361,2001-05-21,309319,2,79,3,69
108362,2001-05-21,309323,2,57,3,39
108363,2001-05-21,309325,2,26,3,1
108364,2001-05-21,309328,2,1,3,29
108365,2001-05-21,309338,2,50,3,66
108366,2001-05-21,309347,2,37,3,45
108367,2001-05-21,309357,2,28,3,83
108368,2001-05-21,309366,2,96,3,43
108369,2001-05-21,309376,2,6,3,79
108370,2001-05-21,309385,2,100,3,11
108371,2001-05-21,309395,2,99,3,78
108372,2001-05-21,400108,2,13,3,91
108373,2001-05-21,400114,2,69,3,98
108374,2001-05-21,400134,2,77,3,100
108375,2001-05-21,400138,2,26,3,20
108376,2001-05-21,400156,2,29,3,38
108377,2001-05-21,400158,2,90,3,11
108378,2001-05-21,400160,2,80,3,88
108379,2001-05-21,400173,2,5,3,36
108380,2001-05-21,400177,2,32,3,98
108381,2001-05-21,401807,2,34,3,83
108382,2001-05-21,401823,2,33,3,84
108383,2001-05-21,401831,2,16,3,77
108384,2001-05-21,401855,2,91,3,34
108385,2001-05-21,404104,2,60,3,34
108386,2001-05-21,404109,2,100,3,15
108387,2001-05-21,404111,2,71,3,15
108388,2001-05-21,404123,2,99,3,12
108389,2001-05-21,404138,2,79,3,32
108390,2001-05-21,404147,2,5,3,48
108391,2001-05-21,404161,2,80,3,58
108392,2001-05-21,404190,2,75,3,67
108393,2001-05-21,404414,2,62,3,16
108394,2001-05-21,404419,2,5,3,78
108395,2001-05-21,404433,2,38,3,71
108396,2001-05-21,404442,2,7,3,16
108397,2001-05-21,404471,2,9,3,90
108398,2001-05-21,404480,2,58,3,40
108399,2001-05-21,404712,2,9,3,38
108400,2001-05-21,404717,2,37,3,82
108401,2001-05-21,404721,2,55,3,27
108402,2001-05-21,404730,2,53,3,32
108403,2001-05-21,404740,2,35,3,19
108404,2001-05-21,404745,2,27,3,79
108405,2001-05-21,404748,2,63,3,81
108406,2001-05-21,404751,2,29,3,23
108407,2001-05-21,404753,2,33,3,30
108408,2001-05-21,404764,2,76,3,3
108409,2001-05-21,404769,2,81,3,92
108410,2001-05-21,404775,2,42,3,9
108411,2001-05-21,404785,2,43,3,28
108412,2001-05-21,404794,2,80,3,65
108413,2001-05-21,405015,2,48,3,55
108414,2001-05-21,405039,2,14,3,59
108415,2001-05-21,405063,2,98,3,40
108416,2001-05-21,405071,2,30,3,17
108417,2001-05-21,405079,2,40,3,17
108418,2001-05-21,405094,2,67,3,2
108419,2001-05-21,405557,2,47,3,56
108420,2001-05-21,405566,2,57,3,13
108421,2001-05-21,405585,2,33,3,67
108422,2001-05-21,405595,2,53,3,95
108423,2001-05-21,405747,2,100,3,35
108424,2001-05-21,405760,2,2,3,48
108425,2001-05-21,405787,2,9,3,67
108426,2001-05-21,406528,2,74,3,100
108427,2001-05-21,406552,2,15,3,49
108428,2001-05-21,406576,2,45,3,37
108429,2001-05-21,408704,2,7,3,5
108430,2001-05-21,408725,2,59,3,48
108431,2001-05-21,408743,2,51,3,70
108432,2001-05-21,408747,2,36,3,22
108433,2001-05-21,408782,2,88,3,9
108434,2001-05-21,408786,2,28,3,74
108435,2001-05-21,408790,2,36,3,55
108436,2001-05-21,501006,2,10,3,33
108437,2001-05-21,501020,2,44,3,71
108438,2001-05-21,501027,2,56,3,78
108439,2001-05-21,501033,2,59,3,85
108440,2001-05-21,501040,2,30,3,69
108441,2001-05-21,501054,2,71,3,67
108442,2001-05-21,501067,2,92,3,10
108443,2001-05-21,501081,2,75,3,38
108444,2001-05-21,501085,2,100,3,93
108445,2001-05-21,501088,2,74,3,36
108446,2001-05-21,501094,2,78,3,13
108447,2001-05-21,501095,2,75,3,69
108448,2001-05-21,503813,2,21,3,66
108449,2001-05-21,503847,2,57,3,25
108450,2001-05-21,503858,2,74,3,8
108451,2001-05-21,503861,2,31,3,6
108452,2001-05-21,503874,2,29,3,64
108453,2001-05-21,506403,2,82,3,44
108454,2001-05-21,506406,2,69,3,25
108455,2001-05-21,506428,2,97,3,29
108456,2001-05-21,506447,2,63,3,82
108457,2001-05-21,506450,2,96,3,4
108458,2001-05-21,506460,2,58,3,93
108459,2001-05-21,506469,2,48,3,40
108460,2001-05-21,506475,2,29,3,89
108461,2001-05-21,506479,2,93,3,43
108462,2001-05-21,506485,2,39,3,73
108463,2001-05-21,506486,2,76,3,27
108464,2001-05-21,506909,2,67,3,20
108465,2001-05-21,506915,2,83,3,79
108466,2001-05-21,506941,2,68,3,30
108467,2001-05-21,506944,2,27,3,8
108468,2001-05-21,506963,2,55,3,94
108469,2001-05-21,506991,2,15,3,71
108470,2001-05-21,507018,2,75,3,88
108471,2001-05-21,507037,2,78,3,14
108472,2001-05-21,507056,2,92,3,38
108473,2001-05-21,507066,2,39,3,52
108474,2001-05-21,507088,2,64,3,41
108475,2001-05-21,507605,2,26,3,64
108476,2001-05-21,507616,2,49,3,20
108477,2001-05-21,507619,2,93,3,78
108478,2001-05-21,507622,2,78,3,65
108479,2001-05-21,507633,2,86,3,96
108480,2001-05-21,507639,2,89,3,20
108481,2001-05-21,507655,2,20,3,15
108482,2001-05-21,507672,2,22,3,9
108483,2001-05-21,507683,2,28,3,100
108484,2001-05-21,508110,2,91,3,35
108485,2001-05-21,508112,2,46,3,7
108486,2001-05-21,508122,2,13,3,8
108487,2001-05-21,508125,2,65,3,19
108488,2001-05-21,508131,2,81,3,75
108489,2001-05-21,508134,2,69,3,34
108490,2001-05-21,508140,2,48,3,62
108491,2001-05-21,508153,2,57,3,85
108492,2001-05-21,508172,2,67,3,74
108493,2001-05-21,508182,2,68,3,62
108494,2001-05-21,508185,2,69,3,13
108495,2001-05-21,508190,2,13,3,4
108496,2001-05-21,508194,2,95,3,98
108497,2001-05-21,508811,2,14,3,14
108498,2001-05-21,508827,2,77,3,53
108499,2001-05-21,508844,2,1,3,95
108500,2001-05-21,508850,2,33,3,73
108501,2001-05-21,508861,2,30,3,53
108502,2001-05-21,508867,2,33,3,87
108503,2001-05-21,508878,2,78,3,17
108504,2001-05-21,508889,2,68,3,6
108505,2001-05-21,508894,2,39,3,17
108506,2001-05-21,552710,2,1,3,89
108507,2001-05-21,552712,2,22,3,22
108508,2001-05-21,552717,2,17,3,89
108509,2001-05-21,552721,2,51,3,13
108510,2001-05-21,552730,2,40,3,5
108511,2001-05-21,552738,2,24,3,74
108512,2001-05-21,552743,2,36,3,84
108513,2001-05-21,552747,2,43,3,100
108514,2001-05-21,552756,2,26,3,75
108515,2001-05-21,552760,2,55,3,67
108516,2001-05-21,552764,2,24,3,55
108517,2001-05-21,552769,2,86,3,25
108518,2001-05-21,552777,2,30,3,40
108519,2001-05-21,553221,2,20,3,39
108520,2001-05-21,553224,2,80,3,28
108521,2001-05-21,553230,2,29,3,84
108522,2001-05-21,553267,2,55,3,33
108523,2001-05-21,553282,2,42,3,62
108524,2001-05-21,553288,2,67,3,21
108525,2001-05-21,553291,2,95,3,76
108526,2001-05-21,554906,2,100,3,77
108527,2001-05-21,554908,2,67,3,34
108528,2001-05-21,554909,2,74,3,13
108529,2001-05-21,554918,2,91,3,79
108530,2001-05-21,554952,2,37,3,51
108531,2001-05-21,554961,2,54,3,28
108532,2001-05-21,554977,2,55,3,46
108533,2001-05-21,554979,2,19,3,74
108534,2001-05-21,554994,2,63,3,70
108535,2001-05-21,555202,2,74,3,98
108536,2001-05-21,555233,2,58,3,91
108537,2001-05-21,555239,2,2,3,73
108538,2001-05-21,555255,2,53,3,99
108539,2001-05-21,555270,2,46,3,7
108540,2001-05-21,557312,2,52,3,9
108541,2001-05-21,557315,2,39,3,77
108542,2001-05-21,557336,2,52,3,41
108543,2001-05-21,557345,2,47,3,57
108544,2001-05-21,557364,2,70,3,56
108545,2001-05-21,557385,2,3,3,56
108546,2001-05-21,557704,2,32,3,20
108547,2001-05-21,557725,2,25,3,34
108548,2001-05-21,557734,2,91,3,22
108549,2001-05-21,557773,2,52,3,76
108550,2001-05-21,557790,2,83,3,81
108551,2001-05-21,558503,2,29,3,68
108552,2001-05-21,558527,2,74,3,1
108553,2001-05-21,558542,2,98,3,77
108554,2001-05-21,558549,2,96,3,71
108555,2001-05-21,558558,2,65,3,19
108556,2001-05-21,558573,2,50,3,8
108557,2001-05-21,558576,2,18,3,76
108558,2001-05-21,558592,2,34,3,35
108559,2001-05-21,559408,2,68,3,49
108560,2001-05-21,559451,2,52,3,53
108561,2001-05-21,559482,2,96,3,44
108562,2001-05-21,559486,2,43,3,26
108563,2001-05-21,559494,2,68,3,63
108564,2001-05-21,603602,2,3,3,61
108565,2001-05-21,603605,2,25,3,16
108566,2001-05-21,603611,2,91,3,47
108567,2001-05-21,603626,2,49,3,35
108568,2001-05-21,603644,2,81,3,56
108569,2001-05-21,603668,2,10,3,17
108570,2001-05-21,603671,2,49,3,30
108571,2001-05-21,603677,2,29,3,23
108572,2001-05-21,605814,2,18,3,24
108573,2001-05-21,605835,2,46,3,79
108574,2001-05-21,605856,2,74,3,12
108575,2001-05-21,605865,2,25,3,93
108576,2001-05-21,605874,2,29,3,92
108577,2001-05-21,605880,2,66,3,53
108578,2001-05-21,605883,2,71,3,73
108579,2001-05-21,609018,2,4,3,20
108580,2001-05-21,609023,2,77,3,62
108581,2001-05-21,609027,2,53,3,20
108582,2001-05-21,609029,2,46,3,68
108583,2001-05-21,609032,2,30,3,27
108584,2001-05-21,609033,2,82,3,36
108585,2001-05-21,609047,2,90,3,96
108586,2001-05-21,609050,2,69,3,45
108587,2001-05-21,609086,2,75,3,15
108588,2001-05-21,609089,2,52,3,70
108589,2001-05-21,609092,2,10,3,48
108590,2001-05-21,609108,2,67,3,16
108591,2001-05-21,609117,2,31,3,66
108592,2001-05-21,609120,2,98,3,42
108593,2001-05-21,609127,2,60,3,37
108594,2001-05-21,609131,2,9,3,52
108595,2001-05-21,609135,2,88,3,91
108596,2001-05-21,609138,2,65,3,9
108597,2001-05-21,609141,2,88,3,86
108598,2001-05-21,609153,2,74,3,7
108599,2001-05-21,609159,2,22,3,70
108600,2001-05-21,609162,2,93,3,82
108601,2001-05-31,100409,2,1,3,13
108602,2001-05-31,100419,2,57,3,73
108603,2001-05-31,100428,2,72,3,19
108604,2001-05-31,100447,2,32,3,34
108605,2001-05-31,100485,2,99,3,73
108606,2001-05-31,100602,2,19,3,11
108607,2001-05-31,100603,2,60,3,72
108608,2001-05-31,100607,2,72,3,19
108609,2001-05-31,100610,2,73,3,37
108610,2001-05-31,100632,2,11,3,16
108611,2001-05-31,100636,2,70,3,27
108612,2001-05-31,100651,2,4,3,5
108613,2001-05-31,100662,2,69,3,90
108614,2001-05-31,100669,2,98,3,90
108615,2001-05-31,100694,2,3,3,20
108616,2001-05-31,100918,2,87,3,31
108617,2001-05-31,100921,2,14,3,60
108618,2001-05-31,100925,2,53,3,15
108619,2001-05-31,100929,2,17,3,85
108620,2001-05-31,100954,2,15,3,69
108621,2001-05-31,100965,2,34,3,75
108622,2001-05-31,100991,2,64,3,86
108623,2001-05-31,104240,2,75,3,92
108624,2001-05-31,104243,2,71,3,28
108625,2001-05-31,104273,2,17,3,15
108626,2001-05-31,104284,2,83,3,97
108627,2001-05-31,107838,2,67,3,12
108628,2001-05-31,107852,2,18,3,99
108629,2001-05-31,107855,2,20,3,42
108630,2001-05-31,107857,2,88,3,11
108631,2001-05-31,107866,2,25,3,83
108632,2001-05-31,107876,2,69,3,17
108633,2001-05-31,107895,2,25,3,74
108634,2001-05-31,107914,2,22,3,87
108635,2001-05-31,107947,2,96,3,48
108636,2001-05-31,107958,2,47,3,91
108637,2001-05-31,107976,2,77,3,49
108638,2001-05-31,107980,2,54,3,27
108639,2001-05-31,107987,2,89,3,53
108640,2001-05-31,107990,2,70,3,87
108641,2001-05-31,200304,2,70,3,84
108642,2001-05-31,200314,2,59,3,40
108643,2001-05-31,200351,2,74,3,44
108644,2001-05-31,200373,2,45,3,86
108645,2001-05-31,200389,2,74,3,44
108646,2001-05-31,200391,2,97,3,39
108647,2001-05-31,200395,2,15,3,52
108648,2001-05-31,201202,2,49,3,6
108649,2001-05-31,201204,2,40,3,46
108650,2001-05-31,201207,2,76,3,31
108651,2001-05-31,201213,2,55,3,5
108652,2001-05-31,201233,2,98,3,58
108653,2001-05-31,201263,2,43,3,92
108654,2001-05-31,201285,2,16,3,30
108655,2001-05-31,201290,2,50,3,75
108656,2001-05-31,201294,2,99,3,65
108657,2001-05-31,201322,2,17,3,87
108658,2001-05-31,201345,2,34,3,6
108659,2001-05-31,201347,2,66,3,67
108660,2001-05-31,201349,2,29,3,18
108661,2001-05-31,201358,2,86,3,70
108662,2001-05-31,201376,2,78,3,53
108663,2001-05-31,201379,2,33,3,24
108664,2001-05-31,201395,2,80,3,81
108665,2001-05-31,201504,2,79,3,84
108666,2001-05-31,201506,2,68,3,25
108667,2001-05-31,201508,2,60,3,38
108668,2001-05-31,201510,2,57,3,11
108669,2001-05-31,201512,2,37,3,10
108670,2001-05-31,201518,2,57,3,36
108671,2001-05-31,201519,2,5,3,8
108672,2001-05-31,201520,2,99,3,33
108673,2001-05-31,201528,2,60,3,5
108674,2001-05-31,201533,2,13,3,35
108675,2001-05-31,201535,2,38,3,91
108676,2001-05-31,201537,2,83,3,61
108677,2001-05-31,201541,2,6,3,12
108678,2001-05-31,201543,2,70,3,84
108679,2001-05-31,201547,2,16,3,67
108680,2001-05-31,201553,2,74,3,90
108681,2001-05-31,201555,2,34,3,15
108682,2001-05-31,201557,2,69,3,92
108683,2001-05-31,201561,2,14,3,51
108684,2001-05-31,201565,2,40,3,79
108685,2001-05-31,201570,2,31,3,4
108686,2001-05-31,201574,2,88,3,60
108687,2001-05-31,201578,2,65,3,87
108688,2001-05-31,201582,2,72,3,92
108689,2001-05-31,201586,2,83,3,27
108690,2001-05-31,201909,2,77,3,99
108691,2001-05-31,201915,2,38,3,27
108692,2001-05-31,201918,2,37,3,16
108693,2001-05-31,201927,2,69,3,95
108694,2001-05-31,201931,2,49,3,24
108695,2001-05-31,201933,2,23,3,92
108696,2001-05-31,201936,2,96,3,91
108697,2001-05-31,201940,2,60,3,54
108698,2001-05-31,201954,2,23,3,71
108699,2001-05-31,201967,2,43,3,50
108700,2001-05-31,201972,2,67,3,58
108701,2001-05-31,201974,2,22,3,93
108702,2001-05-31,201975,2,60,3,45
108703,2001-05-31,201981,2,48,3,1
108704,2001-05-31,201987,2,38,3,20
108705,2001-05-31,201994,2,94,3,90
108706,2001-05-31,202216,2,75,3,51
108707,2001-05-31,202224,2,93,3,44
108708,2001-05-31,202245,2,70,3,70
108709,2001-05-31,202249,2,55,3,42
108710,2001-05-31,202256,2,68,3,91
108711,2001-05-31,202266,2,27,3,40
108712,2001-05-31,202290,2,93,3,27
108713,2001-05-31,202294,2,4,3,54
108714,2001-05-31,203014,2,13,3,71
108715,2001-05-31,203025,2,63,3,59
108716,2001-05-31,203029,2,2,3,87
108717,2001-05-31,203041,2,37,3,37
108718,2001-05-31,203051,2,10,3,56
108719,2001-05-31,203094,2,32,3,79
108720,2001-05-31,204643,2,43,3,1
108721,2001-05-31,204649,2,28,3,91
108722,2001-05-31,204661,2,21,3,63
108723,2001-05-31,204665,2,28,3,2
108724,2001-05-31,204667,2,46,3,13
108725,2001-05-31,204670,2,98,3,88
108726,2001-05-31,204677,2,49,3,78
108727,2001-05-31,204680,2,46,3,52
108728,2001-05-31,205133,2,56,3,68
108729,2001-05-31,205143,2,94,3,86
108730,2001-05-31,205158,2,70,3,28
108731,2001-05-31,205165,2,96,3,87
108732,2001-05-31,205173,2,67,3,16
108733,2001-05-31,207507,2,74,3,88
108734,2001-05-31,207510,2,47,3,47
108735,2001-05-31,207521,2,5,3,81
108736,2001-05-31,207536,2,8,3,14
108737,2001-05-31,207547,2,96,3,21
108738,2001-05-31,207580,2,71,3,54
108739,2001-05-31,207583,2,62,3,65
108740,2001-05-31,207585,2,10,3,9
108741,2001-05-31,207587,2,39,3,57
108742,2001-05-31,208407,2,54,3,97
108743,2001-05-31,208421,2,12,3,39
108744,2001-05-31,208425,2,32,3,31
108745,2001-05-31,208429,2,82,3,77
108746,2001-05-31,208436,2,12,3,96
108747,2001-05-31,208447,2,66,3,95
108748,2001-05-31,208458,2,16,3,69
108749,2001-05-31,208475,2,21,3,10
108750,2001-05-31,208478,2,14,3,70
108751,2001-05-31,208487,2,5,3,9
108752,2001-05-31,302602,2,50,3,75
108753,2001-05-31,302604,2,11,3,73
108754,2001-05-31,302605,2,63,3,1
108755,2001-05-31,302606,2,3,3,71
108756,2001-05-31,302608,2,68,3,15
108757,2001-05-31,302609,2,46,3,74
108758,2001-05-31,302610,2,99,3,97
108759,2001-05-31,302611,2,100,3,63
108760,2001-05-31,302612,2,7,3,52
108761,2001-05-31,302614,2,21,3,31
108762,2001-05-31,302616,2,9,3,4
108763,2001-05-31,302618,2,22,3,28
108764,2001-05-31,302624,2,6,3,32
108765,2001-05-31,302626,2,3,3,5
108766,2001-05-31,302628,2,98,3,64
108767,2001-05-31,302629,2,73,3,62
108768,2001-05-31,302630,2,76,3,94
108769,2001-05-31,302632,2,27,3,10
108770,2001-05-31,302633,2,99,3,49
108771,2001-05-31,302634,2,99,3,56
108772,2001-05-31,302636,2,43,3,22
108773,2001-05-31,302637,2,25,3,100
108774,2001-05-31,302638,2,56,3,4
108775,2001-05-31,302640,2,89,3,45
108776,2001-05-31,302642,2,96,3,30
108777,2001-05-31,302648,2,37,3,26
108778,2001-05-31,302650,2,36,3,57
108779,2001-05-31,302654,2,40,3,54
108780,2001-05-31,302662,2,77,3,46
108781,2001-05-31,302663,2,80,3,26
108782,2001-05-31,302664,2,86,3,98
108783,2001-05-31,302665,2,81,3,37
108784,2001-05-31,302666,2,71,3,63
108785,2001-05-31,302667,2,88,3,38
108786,2001-05-31,302668,2,86,3,96
108787,2001-05-31,302672,2,56,3,7
108788,2001-05-31,302674,2,89,3,3
108789,2001-05-31,302675,2,88,3,61
108790,2001-05-31,302676,2,98,3,35
108791,2001-05-31,302680,2,28,3,19
108792,2001-05-31,302688,2,36,3,25
108793,2001-05-31,302690,2,46,3,81
108794,2001-05-31,302692,2,1,3,86
108795,2001-05-31,302693,2,93,3,46
108796,2001-05-31,302695,2,48,3,3
108797,2001-05-31,302696,2,30,3,8
108798,2001-05-31,302903,2,97,3,2
108799,2001-05-31,302910,2,66,3,90
108800,2001-05-31,302918,2,27,3,48
108801,2001-05-31,302921,2,27,3,88
108802,2001-05-31,302947,2,35,3,80
108803,2001-05-31,302956,2,17,3,16
108804,2001-05-31,302962,2,34,3,19
108805,2001-05-31,302984,2,64,3,25
108806,2001-05-31,302990,2,24,3,23
108807,2001-05-31,303330,2,13,3,33
108808,2001-05-31,303332,2,72,3,18
108809,2001-05-31,303334,2,81,3,32
108810,2001-05-31,303336,2,52,3,47
108811,2001-05-31,303386,2,51,3,68
108812,2001-05-31,303532,2,94,3,15
108813,2001-05-31,303543,2,68,3,7
108814,2001-05-31,303551,2,53,3,48
108815,2001-05-31,303558,2,3,3,82
108816,2001-05-31,303591,2,86,3,17
108817,2001-05-31,303907,2,79,3,88
108818,2001-05-31,303915,2,3,3,46
108819,2001-05-31,303929,2,75,3,42
108820,2001-05-31,303936,2,3,3,43
108821,2001-05-31,303958,2,36,3,67
108822,2001-05-31,303961,2,62,3,69
108823,2001-05-31,303985,2,36,3,31
108824,2001-05-31,304802,2,98,3,14
108825,2001-05-31,304806,2,41,3,43
108826,2001-05-31,304811,2,95,3,25
108827,2001-05-31,304827,2,46,3,34
108828,2001-05-31,304833,2,18,3,24
108829,2001-05-31,304842,2,31,3,32
108830,2001-05-31,304845,2,2,3,50
108831,2001-05-31,304849,2,16,3,37
108832,2001-05-31,304854,2,55,3,28
108833,2001-05-31,304859,2,77,3,39
108834,2001-05-31,304876,2,77,3,75
108835,2001-05-31,304879,2,83,3,82
108836,2001-05-31,304892,2,36,3,53
108837,2001-05-31,305440,2,83,3,53
108838,2001-05-31,305454,2,95,3,56
108839,2001-05-31,305480,2,51,3,1
108840,2001-05-31,305487,2,10,3,12
108841,2001-05-31,305610,2,40,3,75
108842,2001-05-31,305622,2,26,3,45
108843,2001-05-31,305628,2,5,3,20
108844,2001-05-31,305646,2,94,3,31
108845,2001-05-31,305670,2,9,3,54
108846,2001-05-31,305678,2,20,3,49
108847,2001-05-31,305682,2,18,3,55
108848,2001-05-31,305924,2,48,3,76
108849,2001-05-31,305944,2,54,3,54
108850,2001-05-31,305956,2,4,3,66
108851,2001-05-31,305974,2,16,3,46
108852,2001-05-31,305984,2,4,3,53
108853,2001-05-31,305994,2,77,3,50
108854,2001-05-31,306113,2,43,3,11
108855,2001-05-31,306116,2,28,3,20
108856,2001-05-31,306120,2,96,3,22
108857,2001-05-31,306122,2,17,3,60
108858,2001-05-31,306123,2,48,3,94
108859,2001-05-31,306124,2,20,3,3
108860,2001-05-31,306131,2,5,3,60
108861,2001-05-31,306152,2,8,3,94
108862,2001-05-31,306165,2,7,3,100
108863,2001-05-31,306172,2,77,3,8
108864,2001-05-31,306181,2,49,3,53
108865,2001-05-31,306194,2,77,3,21
108866,2001-05-31,306702,2,91,3,43
108867,2001-05-31,306704,2,54,3,82
108868,2001-05-31,306706,2,44,3,90
108869,2001-05-31,306758,2,61,3,34
108870,2001-05-31,306768,2,31,3,39
108871,2001-05-31,306807,2,94,3,26
108872,2001-05-31,306852,2,82,3,80
108873,2001-05-31,306860,2,56,3,73
108874,2001-05-31,306863,2,65,3,48
108875,2001-05-31,306864,2,23,3,29
108876,2001-05-31,306876,2,89,3,20
108877,2001-05-31,307204,2,94,3,26
